centroid_day,repeat,centroid_day_train,accuracy,precision_micro,precision_macro,precision_weighted,precision_negative,precision_neutral,precision_positive,recall_micro,recall_macro,recall_weighted,recall_negative,recall_neutral,recall_positive,f1_micro,f1_macro,f1_weighted,f1_negative,f1_neutral,f1_positive
2020-07-31,14,2018-11-09,0.5933333333333334,0.5933333333333334,0.6059577677224736,0.6007692307692307,0.6470588235294118,0.5384615384615384,0.6323529411764706,0.5933333333333334,0.5557297109021246,0.5933333333333334,0.3793103448275862,0.6363636363636364,0.6515151515151515,0.5933333333333334,0.5677950825582233,0.5887407167063234,0.4782608695652174,0.5833333333333334,0.6417910447761194
2020-02-02,14,2020-02-02,0.5733333333333334,0.5733333333333334,0.5803442589156874,0.5802380952380952,0.5833333333333334,0.6122448979591837,0.5454545454545454,0.5733333333333334,0.5527750027750028,0.5733333333333334,0.358974358974359,0.5357142857142857,0.7636363636363637,0.5733333333333334,0.5507455507455506,0.5622222222222223,0.4444444444444445,0.5714285714285714,0.6363636363636364
2020-05-02,14,2020-02-02,0.48,0.48,0.453825163888057,0.4796294299690526,0.37037037037037035,0.4339622641509434,0.5571428571428572,0.48,0.4622492675231012,0.48,0.4166666666666667,0.39655172413793105,0.5735294117647058,0.48,0.4572628894879534,0.4792172223374269,0.39215686274509803,0.41441441441441446,0.5652173913043478
2020-07-31,14,2020-02-02,0.5466666666666666,0.5466666666666666,0.5251607267645003,0.5431693920335429,0.44,0.5660377358490566,0.5694444444444444,0.5466666666666666,0.5153256704980843,0.5466666666666666,0.3793103448275862,0.5454545454545454,0.6212121212121212,0.5466666666666666,0.5190552871712292,0.543918411164788,0.4074074074074074,0.5555555555555556,0.5942028985507246
2018-08-11,15,2018-08-11,0.62,0.62,0.6060348381776953,0.619453205524634,0.5416666666666666,0.6530612244897959,0.6233766233766234,0.62,0.5894981471013128,0.62,0.4482758620689655,0.5333333333333333,0.7868852459016393,0.62,0.5911247249838816,0.6126037033413361,0.49056603773584906,0.5871559633027523,0.6956521739130435
2018-11-09,15,2018-08-11,0.6066666666666667,0.6066666666666667,0.5837530525030524,0.5968154761904763,0.5384615384615384,0.59375,0.6190476190476191,0.6066666666666667,0.5078841793127508,0.6066666666666667,0.2692307692307692,0.3877551020408163,0.8666666666666667,0.6066666666666667,0.5167774612219057,0.5765843621399176,0.3589743589743589,0.46913580246913583,0.7222222222222222
2019-02-07,15,2018-08-11,0.5533333333333333,0.5533333333333333,0.5552292738039583,0.5532290205703599,0.5652173913043478,0.5483870967741935,0.5520833333333334,0.5533333333333333,0.5177187910986106,0.5533333333333333,0.4642857142857143,0.32075471698113206,0.7681159420289855,0.5533333333333333,0.5189966895849248,0.533694423223835,0.5098039215686274,0.4047619047619047,0.6424242424242425
2019-05-08,15,2018-08-11,0.5933333333333334,0.5933333333333334,0.5804093567251463,0.596608187134503,0.5,0.6578947368421053,0.5833333333333334,0.5933333333333334,0.5305829228243021,0.5933333333333334,0.2857142857142857,0.43103448275862066,0.875,0.5933333333333334,0.5281565656565657,0.5679343434343435,0.36363636363636365,0.5208333333333334,0.7000000000000001
2019-08-06,15,2018-08-11,0.58,0.58,0.590932459353512,0.5999640125955915,0.5238095238095238,0.7105263157894737,0.5384615384615384,0.58,0.5391414141414141,0.58,0.39285714285714285,0.48214285714285715,0.7424242424242424,0.58,0.5492171661997228,0.5729272904445691,0.4489795918367347,0.5744680851063829,0.6242038216560509
2019-11-04,15,2018-08-11,0.5866666666666667,0.5866666666666667,0.5688659166920037,0.5807722712070539,0.6086956521739131,0.46153846153846156,0.6363636363636364,0.5866666666666667,0.5317460317460317,0.5866666666666667,0.3888888888888889,0.42857142857142855,0.7777777777777778,0.5866666666666667,0.5396735718769617,0.5743427495291903,0.47457627118644075,0.4444444444444445,0.7000000000000001
2020-02-02,15,2018-08-11,0.5266666666666666,0.5266666666666666,0.5093855218855219,0.5131405723905723,0.5625,0.4,0.5656565656565656,0.5266666666666666,0.4549913082561652,0.5266666666666666,0.3103448275862069,0.2978723404255319,0.7567567567567568,0.5266666666666666,0.46295408618826067,0.5037086329244796,0.4,0.34146341463414637,0.6473988439306358
2020-05-02,15,2018-08-11,0.56,0.56,0.5796487567379587,0.5655122239610503,0.68,0.48148148148148145,0.5774647887323944,0.56,0.5482861400894188,0.56,0.5,0.4727272727272727,0.6721311475409836,0.56,0.5581825092787618,0.5581712789534279,0.576271186440678,0.4770642201834862,0.6212121212121212
2020-07-31,15,2018-08-11,0.4266666666666667,0.4266666666666667,0.4586099163828324,0.4460517614300276,0.5789473684210527,0.3448275862068966,0.4520547945205479,0.4266666666666667,0.4071739807033925,0.4266666666666667,0.3055555555555556,0.39215686274509803,0.5238095238095238,0.42666666666666675,0.4174221982370931,0.4245941716135996,0.4000000000000001,0.3669724770642202,0.4852941176470588
2020-05-02,14,2020-05-02,0.5066666666666667,0.5066666666666667,0.5033509700176366,0.5057918871252205,0.5,0.48148148148148145,0.5285714285714286,0.5066666666666667,0.5113533919314852,0.5066666666666667,0.5416666666666666,0.4482758620689655,0.5441176470588235,0.5066666666666667,0.506839199447895,0.5058155969634232,0.52,0.4642857142857143,0.536231884057971
